"gene_id","baseMean_T24h","baseMean_T12h","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mper.PacBio.PsGc_0.g1033",0,0,2.71070224622794,0,1.6959551136344,0,1,1
"Mper.PacBio.PsGc_0.g1121",26.329899919355,13.4070742546691,23.6685191962463,0.960750439494,0.311548851367814,3.08378745508434,0.00204383555372907,0.0459466327596229
"Mper.PacBio.PsGc_0.g1150",1.59571157439196,3.36903602730784,4.8758745610528,-0.875056926008834,1.04010946934415,-0.84131233471089,0.400172982319135,0.854593283618144
"Mper.PacBio.PsGc_0.g119",6.35429281589264,8.64524021509343,5.84021562470078,-0.523198955048188,0.853183169294585,-0.613231687963056,0.539723154987356,0.927886521523596
"Mper.PacBio.PsGc_0.g1570",13.5201847318707,11.4218674154959,5.58289696405329,0.293314444977575,1.08371776873345,0.270655749531885,0.786655813577384,1
"Mper.PacBio.PsGc_0.g1613",10.7265861104655,6.86743520745213,3.00588976087609,0.611036120288587,0.648259740587013,0.942579157754391,0.345896204687923,0.854593283618144
"Mper.PacBio.PsGc_0.g1646",3.45812548855339,4.54476403209536,3.20595748057947,-0.217881402346117,0.706770008524641,-0.308277657113573,0.757871065742793,1
"Mper.PacBio.PsGc_0.g1696",0,0.393304865569053,2.77496679488875,-0.5741045876985,1.5194476783242,-0.377837681342,0.705551179439993,1
"Mper.PacBio.PsGc_0.g1785",0,0,3.52086671701951,0,1.68304681942501,0,1,1
"Mper.PacBio.PsGc_0.g1821",0.488054938366401,0,4.25609832964489,1.62932579078452,1.55053265840092,1.0508168157289,0.293342731094207,0.854593283618144
"Mper.PacBio.PsGc_0.g1865",0,0,2.3120092712456,0,1.74146799122931,0,1,1
"Mper.PacBio.PsGc_0.g1945",9.12853280869805,7.63625453076391,3.23069596939114,0.239575548132304,0.66035859741891,0.362796136930319,0.716757177844305,1
"Mper.PacBio.PsGc_0.g2156",0.406104177169756,0.128578728931492,3.70212838434116,1.05188224540571,1.52963819372543,0.687667351482549,0.4916622842492,0.909804245402588
"Mper.PacBio.PsGc_0.g2166",0.244564785966736,0,2.75282163298518,1.63219964272066,1.74414361715983,0.935817226667688,0.349367300407939,0.854593283618144
"Mper.PacBio.PsGc_0.g2190",0,0.341963710483257,4.6612764751267,-0.10929683256888,1.52616915013323,-0.071615149971639,0.942908183100145,1
"Mper.PacBio.PsGc_0.g2212",4.29141716694332,6.20241265917698,5.81495386787934,-0.418913818433709,0.561693424270221,-0.745805096397527,0.455785160881074,0.903485144494832
"Mper.PacBio.PsGc_0.g2246",3.15054399830628,6.07068254522636,5.60613649786115,-0.878258031577968,0.626144090271807,-1.40264524607542,0.160722652366905,0.726382896411468
"Mper.PacBio.PsGc_0.g2303",0,0.232134958825864,7.29059501452459,0.469918954006727,1.55908543142881,0.301406802048091,0.763104308064741,1
"Mper.PacBio.PsGc_0.g2309",2.17443412157348,4.23885992158522,7.99153827964995,-0.585800686434342,0.703766836933485,-0.83237892962795,0.405195091370672,0.854593283618144
"Mper.PacBio.PsGc_0.g2341",6.46840587994844,3.66275728090814,5.63954640702372,0.794043191055906,0.62950393068183,1.26137924221674,0.207172243437147,0.769393316250471
