"gene_id","baseMean_T24h","baseMean_T12h","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mper.PacBio.PsGc_3.g615",101.592258890775,1.29905986658469,16.1605903077241,6.45835748200236,1.11588424884998,5.78765896969897,7.13741299560223e-09,8.27939907489858e-07
"Mper.PacBio.PsGc_7.g379",45.630896508026,0.964470942041712,7.28290956809693,5.58183293315768,1.07033077388414,5.21505413966721,1.83763555596473e-07,1.59874293368931e-05
"Mper.PacBio.PsGc_9.g922",20.2303482910974,2.1299538071406,8.21765433643165,3.2580792145336,0.718232503685536,4.53624585049424,5.72644222901017e-06,0.000284685985099363
"Mper.PacBio.PsGc_7.g431",226.494317375066,48.7388033334885,97.6040637879831,2.21392785537136,0.265966063923789,8.32409903244554,8.49725460250195e-17,1.47852230083534e-14
"Mper.PacBio.PsGc_9.g1252",19.3872855353366,4.88868201867581,4.54711910262975,1.94624084409188,0.607146531888529,3.20555375328934,0.00134802865971008,0.0360856902753159
"Mper.PacBio.PsGc_9.g970",1696.21171264364,517.365095742238,937.663555806251,1.71238954686553,0.195391565683163,8.76388671577695,1.88631391901517e-18,6.56437243817278e-16
"Mper.PacBio.PsGc_9.g472",21.5857936137909,8.72629281093657,21.6296284306635,1.30728377711473,0.402168678338381,3.25058575549933,0.0011516752939697,0.0333985835251212
"Mper.PacBio.PsGc_9.g1036",897.911200303884,447.198764960622,601.357780857721,1.00519212021373,0.196312865895599,5.12035783099567,3.04956447187936e-07,2.12249687242804e-05
"Mper.PacBio.PsGc_0.g1121",26.329899919355,13.4070742546691,23.6685191962463,0.960750439494,0.311548851367814,3.08378745508434,0.00204383555372907,0.0459466327596229
"Mper.PacBio.PsGc_0.g316",125.553790057572,78.1555873029975,121.436625976065,0.663984109862481,0.19765612497185,3.35928932107236,0.000781432091315878,0.0259690355944506
