"gene_id","baseMean_T48h","baseMean_T24h","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mper.PacBio.PsGc_0.g1",0,0.517855110035293,1.98689602014273,-1.8019282939913,1.64149687110121,-1.09773483319677,0.272320294682751,1
"Mper.PacBio.PsGc_0.g1033",0,0,2.71070224622794,0,1.6959551136344,0,1,1
"Mper.PacBio.PsGc_0.g1034",1.26164166868565,0.244564785966736,1.18021153910256,1.3093213476023,1.61017036629687,0.813157026739675,0.416128034155597,1
"Mper.PacBio.PsGc_0.g1035",0.763313395902559,1.07785646435667,2.16856055091922,-0.600190252254104,1.48854544035742,-0.403205865257288,0.686796785246142,1
"Mper.PacBio.PsGc_0.g1076",0.8845356642029,0,1.07935602625253,1.43863041031133,1.74610936087946,0.823906246964243,0.409992830624614,1
"Mper.PacBio.PsGc_0.g1113",0,1.06785211911499,2.07713225611833,-2.36062919644159,1.4926087923169,-1.58154582003855,0.113753290948339,0.907728502860765
"Mper.PacBio.PsGc_0.g1121",17.5764150096223,26.329899919355,23.6685191962463,-0.535052465880061,0.317416431791683,-1.68564829129958,0.0918635619586177,0.902100178433626
"Mper.PacBio.PsGc_0.g1150",0.302717285241656,1.59571157439196,4.8758745610528,-2.43249128669287,1.34666823711131,-1.80630330445064,0.0708709759743584,0.852869467426438
"Mper.PacBio.PsGc_0.g119",2.1241959926419,6.35429281589264,5.84021562470078,-1.57987994127207,0.971631674519103,-1.62600703816496,0.103948158137081,0.907728502860765
"Mper.PacBio.PsGc_0.g1198",0.302717285241656,0,0.957490332155807,0.158870775628366,1.71620812217254,0.0925708097845686,0.926244534561894,1
"Mper.PacBio.PsGc_0.g1281",1.77340914105047,2.04269490203935,1.02257115353089,-0.455538290233642,1.60681397263552,-0.283504063315097,0.77679046730951,1
"Mper.PacBio.PsGc_0.g132",0.890109494138094,1.33006346437481,1.38345200561505,-0.647677639687274,1.26709913793678,-0.511149933178778,0.609246073655104,1
"Mper.PacBio.PsGc_0.g1322",0,1.47288166271768,1.29324621208853,-2.59431687767604,1.6959716186305,-1.52969356867596,0.126092596301126,0.907728502860765
"Mper.PacBio.PsGc_0.g1328",0.302717285241656,0,1.07040963840131,0.15887069767758,1.98158423289171,0.0801735778073597,0.936099204354468,1
"Mper.PacBio.PsGc_0.g1570",6.37377698497092,13.5201847318707,5.58289696405329,-1.1392149666641,1.10876594710203,-1.02746208038013,0.304202932139643,1
"Mper.PacBio.PsGc_0.g1585",0.581818378961244,0.488054938366401,1.89312990531739,0.188662418486877,1.57824429193718,0.11953942710308,0.904848005649571,1
"Mper.PacBio.PsGc_0.g1612",0.558202187439176,3.55428604428577,1.02034040052745,-2.74126935483789,1.73091975233306,-1.58370678429373,0.113260460227581,0.907728502860765
"Mper.PacBio.PsGc_0.g1613",2.98281388432016,10.7265861104655,3.00588976087609,-1.84238962560855,0.73980263889917,-2.49037990503796,0.0127606613386841,0.470323445677755
"Mper.PacBio.PsGc_0.g1637",1.00345635150067,1.00591004840169,0.927974813919964,-0.168786820442967,1.46191456145277,-0.115456008780182,0.908083687139309,1
"Mper.PacBio.PsGc_0.g1638",0.513003489655342,0.488054938366401,1.84038738367984,0.527522143658597,1.55877207264378,0.338421603078816,0.735045496632659,1
"Mper.PacBio.PsGc_0.g1646",3.12967598811163,3.45812548855339,3.20595748057947,-0.282641274392611,0.766947300969207,-0.3685276342135,0.712479843679292,1
"Mper.PacBio.PsGc_0.g1666",0.279101093719588,0,0.884568356027715,0.158870599695717,2.27159578599859,0.0699378827320185,0.944243100876224,1
"Mper.PacBio.PsGc_0.g1696",0.649966538539984,0,2.77496679488875,1.19754665456437,1.52088285825473,0.787402296018114,0.43104640310945,1
"Mper.PacBio.PsGc_0.g1728",0.626350347017917,1.14872824674457,0.908185241475006,-0.46978438318288,1.47236990711889,-0.319066819358014,0.749675843982932,1
"Mper.PacBio.PsGc_0.g1785",0,0,3.52086671701951,0,1.68304681942501,0,1,1
"Mper.PacBio.PsGc_0.g1817",0.279101093719588,0,0.913975069548475,0.158870770711748,1.73414665176671,0.0916132269147443,0.927005342089096,1
"Mper.PacBio.PsGc_0.g1821",0.302717285241656,0.488054938366401,4.25609832964489,-0.423458695302454,1.55053265840092,-0.273105305462686,0.784772268537745,1
"Mper.PacBio.PsGc_0.g1863",0.837702115143655,0.812208354339512,0.879810943255906,0.0725386402515866,1.62692189011975,0.0445864307881722,0.964436958566586,1
"Mper.PacBio.PsGc_0.g1865",0.181495016941314,0,2.3120092712456,0.158870768690413,1.74146799122931,0.0912280728044078,0.927311369083295,1
"Mper.PacBio.PsGc_0.g1868",2.2883153777235,2.57289608469183,1.1459585793382,-0.319039278487291,1.20964846519018,-0.26374544974695,0.791976071269596,1
"Mper.PacBio.PsGc_0.g1876",0.845577526081422,0.488054938366401,1.67184812558221,0.703824714547383,1.51483466992929,0.464621472243063,0.642202552739284,1
"Mper.PacBio.PsGc_0.g1914",0,0,1.51095026284649,0,1.70108144471598,0,1,1
"Mper.PacBio.PsGc_0.g1930",0.913326851675272,0.172618370011764,0.819174964440477,1.03996779527919,1.59604697147208,0.651589717513134,0.514665882768984,1
"Mper.PacBio.PsGc_0.g1932",1.18455253445709,2.93451229019999,1.20730819926556,-1.35323519067547,2.70706269717897,-0.499890598058803,0.617152112819108,1
"Mper.PacBio.PsGc_0.g1941",0.279101093719588,0.488054938366401,0.840319419156908,-0.425459914685252,1.67897457628851,-0.25340462011388,0.799955557813764,1
"Mper.PacBio.PsGc_0.g1942",0.302717285241656,0,1.03451941936857,0.158870764742671,1.75567880601134,0.0904896523206334,0.92789811647062,1
"Mper.PacBio.PsGc_0.g1945",3.42873477810881,9.12853280869805,3.23069596939114,-1.51987976836335,0.745574626188545,-2.03853472875429,0.0414964852908998,0.799010755993405
"Mper.PacBio.PsGc_0.g1954",0,0,0.85452857860432,0,1.88542070949903,0,1,1
"Mper.PacBio.PsGc_0.g1965",0.279101093719588,0,0.964963198541145,0.158870772235228,1.72860805883173,0.0919067636087505,0.926772117626398,1
"Mper.PacBio.PsGc_0.g1966",0,0.660673308378166,1.31897695818001,-1.52729853968007,1.63581640980424,-0.933661339088072,0.350478613595668,1
"Mper.PacBio.PsGc_0.g1973",3.81180340522041,0.172618370011764,1.69316320451027,3.01471632429591,1.35607236817622,2.22312348149266,0.0262074746802204,0.628178663827921
